id_del_producto,fecha_del_pedido,cantidad
MOB-MO-10000971,2018-08-13,5
MOB-LI-10001469,2018-08-13,5
MOB-SI-10001502,2018-08-13,2
TEC-TE-10001768,2018-08-13,5
TEC-AC-10000370,2018-08-13,6
MAT-CA-10003188,2018-08-13,2
MAT-AL-10001237,2018-08-13,2
TEC-TE-10004681,2018-08-13,5
MAT-ET-10004702,2018-08-13,3
MAT-PA-10002010,2018-08-13,9
MAT-AL-10001286,2018-08-13,5
MAT-EL-10002439,2018-08-13,5
MAT-PA-10004270,2018-08-13,9
MAT-AR-10000190,2018-08-13,3
MAT-GR-10003361,2018-08-13,3
MOB-LI-10001876,2018-08-13,5
TEC-AC-10002542,2018-08-13,9
MAT-SU-10000843,2018-08-13,2
MAT-CA-10004003,2018-08-13,8
MAT-GR-10001590,2018-08-13,2
TEC-CO-10003736,2018-08-13,3
TEC-AC-10004574,2018-08-13,3
MOB-MO-10004189,2018-08-13,2
TEC-AC-10004607,2018-08-13,3
MOB-SI-10003080,2018-08-13,5
TEC-CO-10002971,2018-08-13,5
MAT-AL-10004582,2018-08-13,3
MAT-AL-10004182,2018-08-13,2
MAT-SU-10004804,2018-08-13,6
MAT-SU-10001711,2018-08-13,2
MAT-EL-10004550,2018-08-13,3
TEC-CO-10003950,2018-08-13,5
MOB-MO-10002171,2018-08-13,5
TEC-TE-10000113,2018-08-13,5
MAT-SU-10002090,2018-08-13,3
MAT-SO-10004572,2018-08-13,3
TEC-AC-10001024,2018-08-13,7
MAT-SO-10003866,2018-08-13,5
MOB-SI-10000984,2018-08-13,4
MAT-GR-10004152,2018-08-13,2
MAT-GR-10003951,2018-08-13,3
MAT-SO-10001401,2018-08-13,6
MAT-AL-10002433,2018-08-13,5
MAT-AR-10004349,2018-08-13,3
TEC-CO-10002221,2018-08-13,3
MOB-LI-10000642,2018-08-13,3
MAT-SU-10003176,2018-08-13,2
MAT-SU-10004093,2018-08-13,3
TEC-TE-10004798,2018-08-13,1
MAT-AL-10003717,2018-08-20,2
TEC-TE-10004409,2018-08-20,3
MAT-ET-10000016,2018-08-20,2
MOB-LI-10003773,2018-08-20,1
MAT-CA-10001634,2018-08-20,7
MAT-AL-10001194,2018-08-20,1
MOB-LI-10004625,2018-08-20,4
MOB-LI-10001847,2018-08-20,2
MAT-AL-10003376,2018-08-20,9
MAT-AR-10002897,2018-08-20,5
MAT-AL-10002563,2018-08-20,7
MAT-EL-10002493,2018-08-20,5
MOB-LI-10001389,2018-08-20,3
TEC-AC-10004403,2018-08-20,2
TEC-AC-10002442,2018-08-20,2
MAT-PA-10002682,2018-08-20,2
MAT-AL-10000423,2018-08-20,2
MAT-AL-10004986,2018-08-20,8
MOB-SI-10004366,2018-08-20,2
MAT-AL-10004341,2018-08-20,3
TEC-AC-10003789,2018-08-20,10
MOB-MO-10003927,2018-08-20,7
TEC-TE-10004798,2018-08-20,2
MAT-CA-10002175,2018-08-20,1
TEC-CO-10000786,2018-08-20,3
MOB-SI-10004799,2018-08-20,3
MOB-MO-10000463,2018-08-20,1
MOB-SI-10004998,2018-08-20,2
MOB-LI-10002379,2018-08-20,9
MAT-SU-10003075,2018-08-20,3
MAT-ET-10002044,2018-08-20,3
TEC-CO-10001706,2018-08-20,2
MAT-GR-10003284,2018-08-20,3
TEC-TE-10004681,2018-08-20,4
MOB-MO-10004756,2018-08-20,1
TEC-AC-10001538,2018-08-20,2
TEC-AC-10001422,2018-08-27,2
MOB-MO-10000543,2018-08-27,8
MOB-SI-10004976,2018-08-27,2
TEC-AC-10002283,2018-08-27,6
TEC-AC-10004877,2018-08-27,3
TEC-CO-10002728,2018-08-27,7
MAT-GR-10000784,2018-08-27,6
MAT-PA-10001122,2018-08-27,2
MOB-SI-10001719,2018-08-27,4
MAT-ET-10004915,2018-08-27,3
TEC-CO-10002286,2018-08-27,6
MAT-GR-10003107,2018-08-27,5
MAT-AR-10000761,2018-08-27,2
MAT-CA-10002327,2018-08-27,8
MAT-EL-10004596,2018-08-27,8
TEC-MÁ-10004217,2018-08-27,7
MAT-AL-10004960,2018-08-27,3
MOB-LI-10004249,2018-08-27,1
TEC-TE-10000050,2018-08-27,2
MAT-PA-10000954,2018-08-27,3
MOB-SI-10000486,2018-08-27,4
TEC-TE-10001427,2018-08-27,5
MOB-MO-10003776,2018-08-27,2
MAT-SU-10000604,2018-08-27,1
MAT-GR-10003950,2018-08-27,2
MAT-SO-10000209,2018-08-27,7
MOB-ME-10000182,2018-08-27,5
TEC-CO-10002635,2018-08-27,4
MAT-GR-10004309,2018-08-27,2
MAT-AR-10001334,2018-08-27,2
MAT-PA-10000047,2018-08-27,2
MAT-SU-10002938,2018-08-27,6
MAT-EL-10001381,2018-08-27,3
MOB-MO-10003508,2018-08-27,1
MAT-AL-10001912,2018-08-27,8
MAT-CA-10002822,2018-08-27,5
MAT-SO-10003921,2018-08-27,2
MAT-SU-10003694,2018-08-27,2
MAT-AR-10004706,2018-08-27,8
MAT-ET-10000191,2018-08-27,4
MAT-SU-10002064,2018-08-27,4
MAT-CA-10000432,2018-08-27,3
MAT-SU-10002844,2018-08-27,3
MAT-PA-10004345,2018-08-27,1
TEC-AC-10002985,2018-08-27,3
MOB-SI-10004176,2018-08-27,5
MOB-SI-10003657,2018-08-27,1
MAT-ET-10004214,2018-08-27,7
MOB-SI-10004862,2018-08-27,3
MOB-MO-10001078,2018-08-27,6
MAT-CA-10000714,2018-08-27,7
MAT-AL-10003579,2018-08-27,5
MAT-EL-10003997,2018-08-27,3
MAT-SO-10001865,2018-08-27,1
MAT-SU-10000586,2018-08-27,2
MAT-AR-10001551,2018-08-27,2
MOB-LI-10001625,2018-08-27,2
MAT-CA-10001973,2018-08-27,5
MAT-AL-10002199,2018-08-27,2
MAT-SU-10003282,2018-08-27,2
MOB-SI-10003241,2018-08-27,6
MAT-CA-10004788,2018-08-27,7
MAT-PA-10002479,2018-08-27,1
TEC-CO-10000763,2018-08-27,2
MOB-MO-10004810,2018-08-27,3
MAT-GR-10003462,2018-08-27,3
MAT-CA-10002173,2018-08-27,1
MAT-PA-10003156,2018-08-27,7
MAT-ET-10001080,2018-08-27,5
MAT-SU-10003416,2018-08-27,2
MAT-SU-10004633,2018-08-27,7
MAT-CA-10001599,2018-08-27,4
TEC-CO-10000278,2018-08-27,2
MOB-MO-10000633,2018-08-27,2
MAT-GR-10003121,2018-08-27,2
TEC-AC-10002094,2018-08-27,3
MAT-CA-10001680,2018-08-27,2
MOB-MO-10001983,2018-08-27,2
MAT-EL-10002067,2018-08-27,2
TEC-TE-10003706,2018-08-27,5
MAT-AR-10003269,2018-08-27,4
TEC-AC-10002182,2018-08-27,3
MAT-GR-10003528,2018-08-27,2
TEC-TE-10002989,2018-09-03,3
TEC-AC-10002985,2018-09-03,2
MAT-PA-10003405,2018-09-03,1
TEC-CO-10003901,2018-09-03,5
MAT-ET-10002258,2018-09-03,2
MOB-MO-10004676,2018-09-03,1
MOB-MO-10004819,2018-09-03,4
MAT-AR-10001289,2018-09-03,4
MOB-MO-10004756,2018-09-03,1
MAT-SO-10004206,2018-09-03,4
MAT-AL-10002465,2018-09-03,5
MAT-SO-10004468,2018-09-03,2
MAT-AL-10004285,2018-09-03,5
TEC-TE-10003025,2018-09-03,5
MOB-SI-10003813,2018-09-03,2
TEC-AC-10000461,2018-09-03,3
MAT-AL-10000918,2018-09-03,2
MOB-SI-10002932,2018-09-03,2
TEC-TE-10001980,2018-09-03,5
MOB-LI-10004184,2018-09-03,6
MOB-MO-10000856,2018-09-03,8
MAT-AL-10002762,2018-09-03,3
MOB-MO-10000690,2018-09-03,5
MAT-CA-10003118,2018-09-03,6
MAT-PA-10004803,2018-09-03,5
MOB-ME-10004609,2018-09-03,7
TEC-CO-10000786,2018-09-03,8
MOB-SI-10003677,2018-09-03,1
MOB-ME-10002881,2018-09-03,4
MAT-SU-10003406,2018-09-03,3
MOB-ME-10002556,2018-09-03,7
MOB-ME-10002263,2018-09-03,8
MOB-LI-10004718,2018-09-03,2
MAT-AR-10000348,2018-09-03,1
MAT-SU-10004001,2018-09-03,2
MAT-GR-10002630,2018-09-03,8
MAT-AL-10003303,2018-09-03,4
MAT-GR-10000422,2018-09-03,3
TEC-CO-10000713,2018-09-03,2
MAT-SU-10002417,2018-09-03,5
MAT-SU-10000604,2018-09-03,6
MAT-CA-10004003,2018-09-03,3
MAT-ET-10003652,2018-09-03,2
MAT-CA-10002778,2018-09-03,10
MAT-AL-10000967,2018-09-03,2
MAT-CA-10002495,2018-09-03,7
MOB-LI-10003442,2018-09-03,2
MAT-AL-10002520,2018-09-03,2
MAT-SU-10001560,2018-09-03,4
MAT-AR-10002453,2018-09-03,6
MAT-CA-10003624,2018-09-03,5
MAT-CA-10003619,2018-09-03,5
MAT-CA-10000226,2018-09-03,2
MAT-CA-10002538,2018-09-03,3
TEC-CO-10003478,2018-09-03,3
MAT-ET-10004022,2018-09-03,3
MOB-MO-10001623,2018-09-03,1
TEC-AC-10002787,2018-09-03,5
MAT-PA-10003145,2018-09-03,5
MAT-SU-10000015,2018-09-03,3
TEC-CO-10004259,2018-09-03,1
MAT-GR-10003107,2018-09-03,5
MAT-AR-10000895,2018-09-03,12
MOB-SI-10003956,2018-09-03,3
MAT-CA-10002327,2018-09-03,6
MAT-SO-10001620,2018-09-03,2
MAT-AR-10003352,2018-09-03,9
MAT-ET-10002971,2018-09-03,2
MAT-AL-10002234,2018-09-03,3
MAT-ET-10003314,2018-09-03,2
MAT-AR-10003269,2018-09-03,6
MAT-ET-10003414,2018-09-03,3
MAT-AR-10003109,2018-09-03,3
MAT-CA-10004833,2018-09-03,1
MOB-LI-10001734,2018-09-03,2
TEC-TE-10003716,2018-09-03,2
MAT-ET-10003313,2018-09-03,1
TEC-TE-10003902,2018-09-03,1
MOB-SI-10002788,2018-09-03,5
MOB-SI-10000713,2018-09-03,1
MAT-AR-10002164,2018-09-03,7
MOB-SI-10000442,2018-09-03,5
MAT-ET-10000625,2018-09-03,2
TEC-AC-10002460,2018-09-03,4
TEC-AC-10001341,2018-09-03,4
MAT-AR-10003547,2018-09-03,2
MAT-ET-10002880,2018-09-03,3
MAT-SO-10001420,2018-09-03,8
MAT-AL-10000967,2018-09-10,3
MAT-SU-10004674,2018-09-10,4
MAT-CA-10002556,2018-09-10,4
MOB-MO-10001880,2018-09-10,3
MAT-SO-10002814,2018-09-10,11
MOB-LI-10003976,2018-09-10,2
MAT-SU-10000526,2018-09-10,2
MAT-CA-10004474,2018-09-10,4
MAT-EL-10002493,2018-09-10,5
MOB-SI-10004495,2018-09-10,3
MOB-MO-10001088,2018-09-10,4
MOB-MO-10001048,2018-09-10,6
MAT-PA-10000018,2018-09-10,3
MAT-AL-10001856,2018-09-10,5
MAT-GR-10001997,2018-09-10,5
MAT-PA-10003257,2018-09-10,5
MOB-SI-10002977,2018-09-10,5
MAT-EL-10001381,2018-09-10,4
TEC-CO-10003675,2018-09-10,2
MAT-SU-10001174,2018-09-10,3
TEC-AC-10002320,2018-09-10,3
TEC-TE-10000050,2018-09-10,2
MAT-EL-10001384,2018-09-10,10
MAT-GR-10004952,2018-09-10,2
MOB-LI-10002053,2018-09-10,4
TEC-AC-10001925,2018-09-10,1
MAT-AR-10001930,2018-09-10,9
MOB-SI-10004976,2018-09-10,10
MAT-ET-10002631,2018-09-10,1
TEC-AC-10004300,2018-09-10,9
TEC-TE-10002766,2018-09-10,1
MAT-SU-10001064,2018-09-10,3
MOB-LI-10003773,2018-09-10,6
MAT-SU-10002793,2018-09-10,3
MAT-ET-10004911,2018-09-10,2
MAT-CA-10001211,2018-09-10,1
MAT-GR-10002350,2018-09-10,2
MAT-SU-10003406,2018-09-10,3
MAT-CA-10002885,2018-09-10,3
MAT-CA-10001216,2018-09-10,6
MOB-ME-10002200,2018-09-10,1
MAT-AL-10002822,2018-09-10,3
MAT-ET-10002466,2018-09-10,4
MAT-CA-10001247,2018-09-10,2
MOB-LI-10004751,2018-09-10,2
TEC-CO-10002728,2018-09-10,4
MAT-CA-10001342,2018-09-10,6
TEC-AC-10001332,2018-09-10,3
MAT-ET-10002059,2018-09-10,1
TEC-TE-10000837,2018-09-10,5
TEC-AC-10001341,2018-09-10,3
MAT-ET-10002442,2018-09-10,5
MOB-ME-10000478,2018-09-10,5
MOB-ME-10000182,2018-09-10,2
TEC-TE-10000708,2018-09-10,2
TEC-CO-10002566,2018-09-10,2
MAT-ET-10002971,2018-09-10,3
MAT-EL-10003978,2018-09-10,2
MAT-PA-10002479,2018-09-10,3
MOB-SI-10004158,2018-09-10,3
MOB-LI-10004184,2018-09-10,4
MAT-CA-10002175,2018-09-10,2
MAT-PA-10004882,2018-09-10,4
MAT-ET-10004480,2018-09-10,8
TEC-CO-10003117,2018-09-10,2
TEC-CO-10001037,2018-09-10,2
TEC-TE-10004684,2018-09-10,2
TEC-AC-10000649,2018-09-10,2
MAT-CA-10000901,2018-09-10,3
TEC-AC-10000061,2018-09-10,3
TEC-CO-10002973,2018-09-10,5
MOB-SI-10003415,2018-09-10,3
MOB-MO-10000131,2018-09-10,7
MOB-ME-10004965,2018-09-10,2
MAT-SU-10003075,2018-09-10,3
MOB-SI-10003504,2018-09-10,2
MOB-LI-10004392,2018-09-10,2
TEC-AC-10000748,2018-09-10,3
MAT-AL-10003207,2018-09-10,3
MAT-AR-10001843,2018-09-10,4
MAT-AR-10002562,2018-09-10,2
MOB-SI-10002369,2018-09-10,3
MOB-LI-10000755,2018-09-10,5
MOB-SI-10004220,2018-09-10,6
MAT-GR-10002858,2018-09-10,5
MAT-AL-10002331,2018-09-10,3
MAT-GR-10001907,2018-09-10,5
MOB-MO-10004422,2018-09-10,2
MOB-LI-10002880,2018-09-10,2
TEC-MÁ-10003503,2018-09-10,2
TEC-CO-10003950,2018-09-10,5
MAT-GR-10002864,2018-09-10,4
MAT-SO-10004572,2018-09-10,2
MOB-SI-10003980,2018-09-10,5
MOB-LI-10000393,2018-09-10,6
MAT-AR-10004669,2018-09-10,2
TEC-TE-10003591,2018-09-10,3
MOB-LI-10002660,2018-09-10,2
MOB-SI-10000138,2018-09-10,7
MAT-AL-10000436,2018-09-10,3
TEC-MÁ-10004166,2018-09-10,3
MAT-AL-10003398,2018-09-17,3
MOB-MO-10000543,2018-09-17,3
MAT-CA-10000019,2018-09-17,5
MAT-SU-10001673,2018-09-17,2
MOB-MO-10004742,2018-09-17,1
MAT-EL-10000632,2018-09-17,2
MAT-AR-10000070,2018-09-17,4
MAT-CA-10003787,2018-09-17,1
MOB-MO-10003056,2018-09-17,3
MAT-SO-10003238,2018-09-17,3
MAT-CA-10002327,2018-09-17,4
MAT-AL-10001380,2018-09-17,7
MOB-SI-10003677,2018-09-17,3
MAT-CA-10002175,2018-09-17,1
MAT-AR-10004857,2018-09-17,1
MOB-SI-10004970,2018-09-17,1
MAT-PA-10002873,2018-09-17,3
MAT-AL-10004000,2018-09-17,3
MAT-AR-10002703,2018-09-17,5
MOB-MO-10002423,2018-09-17,2
MOB-SI-10003090,2018-09-17,1
MOB-SI-10003241,2018-09-17,8
TEC-CO-10000328,2018-09-17,7
TEC-TE-10003327,2018-09-17,1
MAT-SO-10004493,2018-09-17,2
MAT-SO-10002955,2018-09-17,6
MAT-ET-10001962,2018-09-17,6
MAT-SU-10002240,2018-09-17,6
MAT-AL-10004624,2018-09-17,2
MAT-ET-10004097,2018-09-17,2
MAT-CA-10004689,2018-09-17,7
MAT-GR-10003805,2018-09-17,3
TEC-CO-10003475,2018-09-17,6
MAT-SU-10004693,2018-09-17,2
MOB-SI-10004220,2018-09-17,6
MAT-ET-10002367,2018-09-17,2
TEC-CO-10003331,2018-09-17,3
MAT-AL-10002199,2018-09-17,5
TEC-CO-10004452,2018-09-17,4
MAT-AR-10003293,2018-09-17,4
MAT-CA-10002578,2018-09-17,13
MAT-SO-10002231,2018-09-17,3
MAT-PA-10004903,2018-09-17,1
MAT-PA-10000128,2018-09-17,4
MAT-ET-10000016,2018-09-17,1
MAT-AR-10000016,2018-09-17,7
MAT-ET-10002102,2018-09-17,2
MAT-AR-10004426,2018-09-17,8
MAT-GR-10001362,2018-09-17,5
MAT-AR-10002971,2018-09-17,2
MOB-MO-10003411,2018-09-17,2
MAT-AL-10000423,2018-09-17,2
MOB-LI-10003247,2018-09-17,6
MAT-PA-10000749,2018-09-17,2
MAT-CA-10001216,2018-09-17,1
MAT-SU-10001064,2018-09-17,5
TEC-CO-10001712,2018-09-17,4
TEC-AC-10003494,2018-09-17,7
MAT-AL-10003016,2018-09-17,1
MAT-GR-10001590,2018-09-17,3
MAT-CA-10001534,2018-09-17,7
MAT-SO-10001420,2018-09-17,3
MAT-CA-10001247,2018-09-17,4
MAT-SU-10003481,2018-09-17,2
MOB-MO-10003720,2018-09-17,3
MAT-ET-10002269,2018-09-17,2
MAT-CA-10001265,2018-09-17,2
MAT-AR-10004766,2018-09-17,3
TEC-AC-10001422,2018-09-17,5
MOB-SI-10000486,2018-09-17,2
MAT-AR-10002453,2018-09-17,3
MAT-SO-10001382,2018-09-17,3
MAT-PA-10004633,2018-09-17,6
MOB-LI-10000130,2018-09-17,4
TEC-CO-10001890,2018-09-17,3
MAT-PA-10000362,2018-09-17,6
TEC-TE-10004222,2018-09-17,7
MAT-GR-10004785,2018-09-17,3
MAT-CA-10001866,2018-09-17,4
MOB-MO-10004936,2018-09-17,5
MOB-SI-10004799,2018-09-17,2
MOB-SI-10001938,2018-09-17,3
TEC-TE-10000041,2018-09-17,3
MAT-AL-10002048,2018-09-17,3
MAT-SO-10004029,2018-09-17,3
TEC-TE-10002679,2018-09-17,2
MOB-ME-10003515,2018-09-17,1
MAT-CA-10000688,2018-09-24,1
MAT-EL-10004680,2018-09-24,3
TEC-AC-10002841,2018-09-24,10
MAT-ET-10004911,2018-09-24,13
MAT-GR-10001725,2018-09-24,2
MOB-SI-10000153,2018-09-24,2
TEC-TE-10002006,2018-09-24,2
TEC-TE-10000454,2018-09-24,2
MAT-PA-10004558,2018-09-24,9
MOB-SI-10000419,2018-09-24,7
MAT-AL-10001192,2018-09-24,4
MAT-SU-10003623,2018-09-24,1
TEC-TE-10002042,2018-09-24,5
MAT-AL-10003303,2018-09-24,7
TEC-TE-10004222,2018-09-24,2
TEC-CO-10002593,2018-09-24,2
MOB-LI-10003781,2018-09-24,2
MAT-SU-10003950,2018-09-24,2
MAT-GR-10002558,2018-09-24,1
TEC-CO-10002635,2018-09-24,2
MAT-CA-10001011,2018-09-24,3
MAT-AL-10001629,2018-09-24,3
TEC-AC-10000079,2018-09-24,7
MAT-SU-10004454,2018-09-24,3
MAT-SU-10003075,2018-09-24,4
MAT-CA-10004425,2018-09-24,2
MAT-PA-10000227,2018-09-24,3
MOB-SI-10001415,2018-09-24,6
MAT-PA-10004785,2018-09-24,1
TEC-CO-10000800,2018-09-24,3
TEC-AC-10000417,2018-09-24,4
MAT-CA-10000941,2018-09-24,1
MAT-AL-10001237,2018-09-24,2
MAT-AR-10002445,2018-09-24,4
MOB-MO-10000406,2018-09-24,9
MAT-GR-10003805,2018-09-24,6
MOB-ME-10002556,2018-09-24,3
MAT-ET-10004182,2018-09-24,2
MAT-AL-10001369,2018-09-24,2
MAT-GR-10000841,2018-09-24,7
MOB-LI-10000384,2018-09-24,5
MOB-SI-10002293,2018-09-24,1
MAT-AR-10001636,2018-09-24,5
MOB-SI-10003897,2018-09-24,2
TEC-CO-10002973,2018-09-24,5
MAT-ET-10001984,2018-09-24,5
MAT-AL-10002814,2018-09-24,4
TEC-CO-10002971,2018-09-24,5
MAT-GR-10002350,2018-09-24,4
MOB-MO-10000543,2018-09-24,2
MAT-SO-10001188,2018-09-24,7
MAT-SU-10002687,2018-09-24,2
MOB-LI-10001491,2018-09-24,2
MOB-MO-10000856,2018-09-24,9
TEC-CO-10002221,2018-09-24,2
MAT-AR-10001228,2018-09-24,2
MAT-PA-10000255,2018-09-24,2
MAT-PA-10001901,2018-09-24,3
MAT-PA-10000362,2018-09-24,4
MAT-ET-10003083,2018-09-24,3
MAT-CA-10003516,2018-09-24,4
TEC-MÁ-10000574,2018-09-24,1
MAT-EL-10003747,2018-09-24,3
TEC-CO-10001006,2018-09-24,3
MOB-LI-10001117,2018-09-24,3
MAT-PA-10004689,2018-09-24,5
TEC-CO-10002162,2018-09-24,4
MAT-ET-10002258,2018-09-24,3
MAT-GR-10002755,2018-09-24,2
MAT-AL-10002465,2018-09-24,3
MAT-SO-10003513,2018-09-24,6
MAT-AR-10000611,2018-09-24,4
MOB-LI-10000051,2018-09-24,5
MAT-SO-10000117,2018-09-24,12
MAT-SO-10000032,2018-09-24,3
TEC-CO-10000269,2018-09-24,2
MAT-AL-10002238,2018-09-24,2
MOB-MO-10003690,2018-09-24,3
MOB-MO-10001983,2018-09-24,2
MAT-CA-10002495,2018-09-24,7
MOB-MO-10002016,2018-09-24,3
MAT-GR-10001997,2018-09-24,9
TEC-TE-10002554,2018-09-24,5
MOB-LI-10000222,2018-09-24,5
TEC-AC-10001207,2018-09-24,2
TEC-TE-10004109,2018-09-24,3
MOB-MO-10003056,2018-09-24,4
MAT-GR-10000260,2018-09-24,8
TEC-MÁ-10004828,2018-09-24,6
MAT-GR-10001925,2018-09-24,2
MAT-SO-10003605,2018-09-24,4
TEC-CO-10004728,2018-09-24,1
MAT-AR-10004891,2018-09-24,8
MOB-SI-10000642,2018-09-24,5
MAT-SO-10003238,2018-09-24,3
TEC-TE-10002989,2018-09-24,3
MAT-ET-10003314,2018-09-24,4
TEC-CO-10003661,2018-09-24,2
MOB-LI-10003247,2018-09-24,2
MAT-ET-10001209,2018-09-24,1
MAT-GR-10000029,2018-09-24,3
MAT-GR-10003825,2018-09-24,5
TEC-CO-10003473,2018-09-24,5
TEC-AC-10003704,2018-09-24,1
MAT-GR-10001638,2018-09-24,4
MAT-CA-10001816,2018-09-24,1
MAT-ET-10002355,2018-09-24,2
MAT-CA-10003527,2018-09-24,14
MAT-SO-10003950,2018-10-01,9
TEC-TE-10004798,2018-10-01,3
MAT-EL-10003638,2018-10-01,5
MAT-ET-10001314,2018-10-01,4
MAT-AR-10003770,2018-10-01,4
MAT-CA-10003787,2018-10-01,5
MAT-SU-10001499,2018-10-01,2
MAT-PA-10003405,2018-10-01,3
MAT-PA-10000748,2018-10-01,7
TEC-AC-10002560,2018-10-01,9
MAT-CA-10004559,2018-10-01,8
MAT-CA-10001612,2018-10-01,3
MAT-AL-10003920,2018-10-01,3
TEC-MÁ-10002565,2018-10-01,4
MAT-ET-10000866,2018-10-01,3
MAT-AL-10004490,2018-10-01,7
TEC-CO-10001067,2018-10-01,1
MAT-AR-10001425,2018-10-01,5
TEC-CO-10001134,2018-10-01,2
TEC-CO-10004602,2018-10-01,5
MAT-AL-10002520,2018-10-01,3
MOB-LI-10004249,2018-10-01,2
TEC-TE-10001443,2018-10-01,4
MAT-AL-10004832,2018-10-01,3
MAT-AL-10000423,2018-10-01,3
TEC-AC-10002394,2018-10-01,7
MAT-SU-10003171,2018-10-01,1
MOB-SI-10003556,2018-10-01,3
MOB-SI-10000575,2018-10-01,6
MOB-LI-10001121,2018-10-01,5
MAT-CA-10004364,2018-10-01,2
TEC-CO-10001993,2018-10-01,4
MAT-SO-10004692,2018-10-01,2
TEC-CO-10003736,2018-10-01,5
MAT-PA-10002469,2018-10-01,4
MAT-SO-10003972,2018-10-01,2
MOB-LI-10000051,2018-10-01,5
MOB-ME-10003388,2018-10-01,4
MAT-CA-10002956,2018-10-01,5
MAT-EL-10000632,2018-10-01,5
MOB-SI-10001724,2018-10-01,3
MOB-LI-10000647,2018-10-01,2
TEC-MÁ-10003308,2018-10-01,2
MAT-CA-10001216,2018-10-01,5
MAT-SU-10004266,2018-10-01,2
MOB-SI-10000556,2018-10-01,2
MAT-AL-10003376,2018-10-01,6
TEC-AC-10004683,2018-10-01,4
MOB-MO-10003677,2018-10-01,1
MAT-SO-10000409,2018-10-01,2
MAT-SO-10003386,2018-10-01,5
MAT-CA-10002183,2018-10-01,2
MOB-LI-10003233,2018-10-01,2
MOB-LI-10003424,2018-10-01,3
TEC-AC-10004281,2018-10-01,4
MAT-EL-10003619,2018-10-01,7
MAT-CA-10002107,2018-10-01,3
MAT-GR-10000427,2018-10-01,2
MOB-SI-10000419,2018-10-01,4
MAT-ET-10004975,2018-10-01,3
MAT-SU-10001560,2018-10-01,3
TEC-CO-10000269,2018-10-01,2
MAT-EL-10001001,2018-10-01,3
MOB-LI-10002660,2018-10-01,4
MAT-SU-10002090,2018-10-01,1
MOB-ME-10000498,2018-10-01,2
MAT-SO-10000258,2018-10-01,2
MAT-CA-10002265,2018-10-01,3
MAT-SU-10002441,2018-10-01,3
TEC-TE-10002006,2018-10-01,9
MOB-SI-10003980,2018-10-01,4
MAT-CA-10001680,2018-10-01,2
MAT-CA-10003527,2018-10-01,3
MAT-CA-10001945,2018-10-01,2
MAT-CA-10001444,2018-10-01,7
MAT-EL-10004680,2018-10-01,2
MAT-PA-10000222,2018-10-01,2
MAT-ET-10001442,2018-10-01,2
TEC-TE-10004409,2018-10-01,2
MAT-AR-10003269,2018-10-01,2
MOB-LI-10002919,2018-10-01,3
MAT-GR-10002715,2018-10-01,2
MAT-AR-10001228,2018-10-01,1
TEC-MÁ-10003008,2018-10-01,3
MOB-LI-10003782,2018-10-01,2
MAT-AR-10004588,2018-10-01,3
MOB-MO-10001574,2018-10-01,3
MOB-MO-10004472,2018-10-01,2
MAT-PA-10001472,2018-10-01,4
TEC-TE-10002042,2018-10-01,2
MAT-GR-10004569,2018-10-01,3
MAT-AL-10001629,2018-10-01,5
MAT-PA-10002999,2018-10-01,13
MOB-SI-10003958,2018-10-01,2
MAT-SU-10003694,2018-10-01,8
MAT-CA-10000759,2018-10-01,1
MAT-GR-10000422,2018-10-01,2
MAT-GR-10000916,2018-10-01,2
MOB-LI-10004751,2018-10-01,3
TEC-AC-10000370,2018-10-01,2
TEC-TE-10001012,2018-10-01,2
MAT-AL-10002502,2018-10-01,3
MOB-LI-10000755,2018-10-01,4
MOB-SI-10001568,2018-10-01,2
MAT-SU-10004352,2018-10-01,9
MAT-CA-10003619,2018-10-01,4
MAT-SO-10004254,2018-10-01,3
MAT-AR-10001636,2018-10-01,5
TEC-TE-10003910,2018-10-01,3
TEC-MÁ-10000398,2018-10-01,2
MAT-PA-10004187,2018-10-01,5
MOB-MO-10003720,2018-10-01,4
TEC-TE-10001096,2018-10-01,1
MAT-SU-10002909,2018-10-01,4
TEC-TE-10000677,2018-10-01,4
MAT-SO-10000511,2018-10-01,5
TEC-TE-10000665,2018-10-01,3
MAT-SU-10001811,2018-10-01,2
MOB-ME-10001321,2018-10-01,7
MAT-SO-10001818,2018-10-01,2
MAT-CA-10003600,2018-10-01,3
TEC-CO-10004724,2018-10-01,2
MAT-AL-10002073,2018-10-01,1
MOB-MO-10002171,2018-10-01,4
MAT-PA-10003811,2018-10-01,5
MAT-SO-10003513,2018-10-01,5
MAT-EL-10003854,2018-10-01,5
MAT-AL-10002889,2018-10-08,3
MOB-SI-10004799,2018-10-08,7
MAT-AL-10004135,2018-10-08,5
MAT-AL-10000423,2018-10-08,2
MOB-SI-10001965,2018-10-08,1
MOB-LI-10004846,2018-10-08,5
MAT-PA-10000749,2018-10-08,3
TEC-TE-10004798,2018-10-08,5
MOB-ME-10002755,2018-10-08,4
MAT-AL-10002890,2018-10-08,3
MAT-AL-10004287,2018-10-08,2
MAT-CA-10004364,2018-10-08,2
MAT-PA-10003728,2018-10-08,3
MAT-CA-10002822,2018-10-08,3
MAT-ET-10002971,2018-10-08,2
MAT-GR-10001590,2018-10-08,9
MAT-SO-10000718,2018-10-08,4
MAT-CA-10004145,2018-10-08,2
TEC-AC-10000825,2018-10-08,2
